season,week,picked,opponent,pick_spread,p,covered,is_push,is_fav_pick
2020,5,BAL,CIN,-12.5,0.47763973474502563,1,False,True
2020,5,TEN,BUF,3.0,0.5400149822235107,1,False,False
2020,5,TB,CHI,-3.5,0.5883306860923767,0,False,True
2020,5,CLE,IND,-1.0,0.6656966805458069,1,False,True
2020,5,NYG,DAL,7.5,0.55875164270401,1,False,False
2020,5,JAX,HOU,6.5,0.46148496866226196,0,False,False
2020,5,LV,KC,11.0,0.5780180096626282,1,False,False
2020,5,WAS,LA,7.0,0.621747612953186,0,False,False
2020,5,NO,LAC,-7.0,0.6442972421646118,0,False,True
2020,5,SF,MIA,-8.5,0.7248826026916504,0,False,True
2020,5,SEA,MIN,-6.5,0.4793907701969147,0,False,True
2020,5,PHI,PIT,7.5,0.3691130578517914,0,False,False
2020,6,ARI,DAL,1.0,0.554320216178894,1,False,False
2020,6,ATL,MIN,3.5,0.5764876008033752,1,False,False
2020,6,PHI,BAL,10.5,0.5470544099807739,1,False,False
2020,6,BUF,KC,5.5,0.6292208433151245,0,False,False
2020,6,CAR,CHI,-2.0,0.4974566698074341,0,False,True
2020,6,IND,CIN,-7.5,0.6524748206138611,0,False,True
2020,6,PIT,CLE,-3.0,0.45107904076576233,1,False,True
2020,6,NE,DEN,-7.0,0.3632979094982147,0,False,True
2020,6,JAX,DET,3.0,0.5457785725593567,0,False,False
2020,6,GB,TB,-3.0,0.5792449712753296,0,False,True
2020,6,TEN,HOU,-4.0,0.6123775839805603,1,False,True
2020,6,SF,LA,2.0,0.6536269783973694,1,False,False
2020,6,NYJ,MIA,9.5,0.7023124098777771,0,False,False
2020,6,WAS,NYG,2.0,0.6646267771720886,1,False,False
2020,7,SEA,ARI,-3.5,0.6553757786750793,0,False,True
2020,7,ATL,DET,-1.0,0.7829193472862244,0,False,True
2020,7,BUF,NYJ,-9.5,0.7580482959747314,0,False,True
2020,7,CAR,NO,7.0,0.7162006497383118,1,False,False
2020,7,LA,CHI,-6.5,0.6509824395179749,1,False,True
2020,7,CIN,CLE,4.5,0.5113351345062256,1,False,False
2020,7,WAS,DAL,1.0,0.5574256181716919,1,False,False
2020,7,DEN,KC,7.0,0.3270140290260315,0,False,False
2020,7,GB,HOU,-2.5,0.42702576518058777,1,False,True
2020,7,LAC,JAX,-8.0,0.38168302178382874,1,False,True
2020,7,TB,LV,-3.5,0.6360419988632202,1,False,True
2020,7,SF,NE,3.0,0.6555655598640442,1,False,False
2020,7,NYG,PHI,5.0,0.5662675499916077,1,False,False
2020,7,TEN,PIT,-1.0,0.5193265080451965,0,False,True
2020,8,ATL,CAR,1.5,0.5328260064125061,1,False,False
2020,8,NE,BAL,4.0,0.4745313823223114,1,False,False
2020,8,PIT,BUF,4.0,0.7675058841705322,1,False,False
2020,8,NO,CHI,-5.5,0.7171751856803894,0,False,True
2020,8,TEN,CIN,-7.5,0.6190250515937805,0,False,True
2020,8,LV,CLE,1.0,0.5504199266433716,1,False,False
2020,8,PHI,DAL,-10.0,0.7396932244300842,1,False,True
2020,8,DEN,LAC,3.0,0.24700386822223663,1,False,False
2020,8,IND,DET,-3.5,0.7561010122299194,1,False,True
2020,8,MIN,GB,5.5,0.6478477716445923,1,False,False
2020,8,NYJ,KC,20.0,0.8072187304496765,0,False,False
2020,8,LA,MIA,-3.5,0.637438178062439,0,False,True
2020,8,TB,NYG,-13.0,0.6779785752296448,0,False,True
2020,8,SEA,SF,-1.0,0.3486858010292053,1,False,True
2020,9,ARI,MIA,-6.0,0.34914982318878174,0,False,True
2020,9,DEN,ATL,4.5,0.6334930658340454,0,False,False
2020,9,BAL,IND,1.0,0.6524945497512817,1,False,False
2020,9,BUF,SEA,3.0,0.5244957804679871,1,False,False
2020,9,CAR,KC,10.0,0.7004329562187195,1,False,False
2020,9,CHI,TEN,6.5,0.5119132399559021,0,False,False
2020,9,DAL,PIT,14.0,0.6487506628036499,1,False,False
2020,9,MIN,DET,-3.0,0.6488109230995178,1,False,True
2020,9,SF,GB,6.0,0.734067976474762,0,False,False
2020,9,JAX,HOU,7.0,0.5660654902458191,1,False,False
2020,9,LAC,LV,1.0,0.4620721638202667,0,False,False
2020,9,NYJ,NE,9.5,0.7955799698829651,1,False,False
2020,9,NO,TB,3.0,0.8237651586532593,1,False,False
2020,9,NYG,WAS,3.0,0.514813244342804,1,False,False
2020,10,ARI,BUF,-3.0,0.474583238363266,0,False,True
2020,10,NE,BAL,7.0,0.5086869597434998,1,False,False
2020,10,CAR,TB,6.0,0.714514434337616,0,False,False
2020,10,MIN,CHI,-3.5,0.613296389579773,1,False,True
2020,10,PIT,CIN,-6.5,0.5595930218696594,1,False,True
2020,10,HOU,CLE,4.5,0.489793598651886,1,False,False
2020,10,DEN,LV,3.5,0.5980300307273865,0,False,False
2020,10,DET,WAS,-2.5,0.3202812671661377,1,False,True
2020,10,JAX,GB,13.5,0.5906610488891602,1,False,False
2020,10,IND,TEN,-1.0,0.7944051027297974,1,False,True
2020,10,LA,SEA,-3.0,0.7451761960983276,1,False,True
2020,10,LAC,MIA,1.0,0.5042814016342163,0,False,False
2020,10,SF,NO,9.5,0.5023907423019409,0,False,False
2020,10,PHI,NYG,-4.5,0.6447033286094666,0,False,True
2020,11,ARI,SEA,3.0,0.6747007966041565,0,False,False
2020,11,NO,ATL,-3.5,0.6775202751159668,1,False,True
2020,11,TEN,BAL,6.0,0.5069103240966797,1,False,False
