season,week,team_a,team_b,spread_a,is_home_a,mu_a,mu_b,p_t_a,p_t_b,edge_a,pick,p_pick,covered,result,units
2024,11,DET,JAX,-14.0,1,12.408916,-11.789659,0.4527789966427742,0.5654384793227446,-1.5910835266113281,JAX,0.5654384793227446,0.0,LOSS,-1.0
2024,11,IND,NYJ,4.0,0,-2.0666819,3.300617,0.5573056937314131,0.4791988864189429,1.9333181381225586,IND,0.5573056937314131,1.0,WIN,0.9090909090909091
2024,11,LA,NE,-4.0,0,-0.8620376,-0.35087162,0.3588173320277495,0.6070927327630269,-4.8620375990867615,NE,0.6070927327630269,0.0,LOSS,-1.0
2024,11,LV,MIA,8.0,0,-7.536918,1.1453913,0.5137769916029937,0.3055894751622368,0.46308183670043945,LV,0.5137769916029937,0.0,LOSS,-1.0
2024,11,MIN,TEN,-6.0,0,0.34752852,-3.2625895,0.337246448740252,0.5808227310802356,-5.652471482753754,TEN,0.5808227310802356,0.0,LOSS,-1.0
2024,11,PHI,WAS,-4.5,1,14.4011965,-3.4278834,0.7672792588327388,0.5318649223745203,9.901196479797363,PHI,0.7672792588327388,1.0,WIN,0.9090909090909091
2024,11,SEA,SF,6.0,0,-5.362712,1.6770324,0.5189559308347631,0.3738322344792198,0.6372880935668945,SEA,0.5189559308347631,1.0,WIN,0.9090909090909091
2024,12,ARI,SEA,-1.0,0,-1.0898309,-1.942639,0.43809582768858457,0.4719756856107481,-2.0898308753967285,SEA,0.4719756856107481,1.0,WIN,0.9090909090909091
2024,12,BAL,CHI,-3.0,0,1.0006466,5.3083744,0.4407530260003909,0.7305889817740925,-1.9993534088134766,CHI,0.7305889817740925,0.0,LOSS,-1.0
2024,12,CAR,KC,11.0,1,-0.23095603,2.1737494,0.7858863476870441,0.2571304616777539,10.7690439671278,CAR,0.7858863476870441,1.0,WIN,0.9090909090909091
2024,12,CLE,PIT,3.5,1,-2.1766086,1.8464848,0.5393083912677231,0.450936516396443,1.3233914375305176,CLE,0.5393083912677231,1.0,WIN,0.9090909090909091
2024,12,DAL,WAS,10.5,0,-0.86552423,2.3392231,0.7613614073071397,0.2729711956587466,9.634475767612457,DAL,0.7613614073071397,1.0,WIN,0.9090909090909091
2024,12,DEN,LV,-6.5,0,-3.0088844,-5.680425,0.2414571553457911,0.5243712027128945,-9.50888442993164,LV,0.5243712027128945,0.0,LOSS,-1.0
2024,12,DET,IND,-7.0,0,2.5029316,-2.4975457,0.3689577696633996,0.6311926493857898,-4.497068405151367,IND,0.6311926493857898,0.0,LOSS,-1.0
2024,12,GB,SF,-6.5,1,3.5256686,-0.0569879,0.4123055996114873,0.6837382365232684,-2.9743313789367676,SF,0.6837382365232684,0.0,LOSS,-1.0
2024,12,HOU,TEN,-8.0,1,7.727113,-5.6813855,0.4918802315266514,0.568608856133688,-0.2728872299194336,TEN,0.568608856133688,1.0,WIN,0.9090909090909091
2024,12,LA,MIN,3.0,1,2.171065,-1.8997996,0.6496820011790181,0.35777437872478884,5.171065092086792,LA,0.6496820011790181,,PUSH,0.0
2024,12,LAC,PHI,3.0,1,5.4436636,1.0053804,0.7338290108240004,0.4408921355570745,8.443663597106934,LAC,0.7338290108240004,0.0,LOSS,-1.0
2024,12,MIA,NE,-7.5,1,5.5190225,-7.5555267,0.44129307361513537,0.49834767645575384,-1.9809775352478027,NE,0.49834767645575384,0.0,LOSS,-1.0
2024,12,NYG,TB,6.5,1,2.2453437,-0.20386669,0.7409728639846769,0.30947713753777784,8.745343685150146,NYG,0.7409728639846769,0.0,LOSS,-1.0
2024,13,ARI,GB,3.5,0,0.7099684,-1.1310487,0.622991689257101,0.3652227164016404,4.209968388080597,ARI,0.622991689257101,1.0,WIN,0.9090909090909091
2024,13,ATL,LAC,1.0,1,7.035271,1.461283,0.7239808482718983,0.513723498024248,8.035271167755127,ATL,0.7239808482718983,0.0,LOSS,-1.0
2024,13,BAL,PHI,-3.0,1,1.7113672,9.871955,0.4617203979798772,0.8267775729625276,-1.2886327505111694,PHI,0.8267775729625276,1.0,WIN,0.9090909090909091
2024,13,BUF,CLE,-6.5,1,7.909146,-8.126913,0.5418452645580484,0.451721453747301,1.4091458320617676,BUF,0.5418452645580484,1.0,WIN,0.9090909090909091
2024,13,CAR,TB,6.5,1,-3.6483088,0.38868237,0.5841409755766537,0.3249907549455697,2.851691246032715,CAR,0.5841409755766537,1.0,WIN,0.9090909090909091
2024,13,CHI,DET,9.5,0,-2.9742625,8.201125,0.6858976142728015,0.461417221211499,6.525737524032593,CHI,0.6858976142728015,1.0,WIN,0.9090909090909091
2024,13,CIN,PIT,-3.0,1,1.3850992,0.10793472,0.45207596369991954,0.5915562293228341,-1.614900827407837,PIT,0.5915562293228341,1.0,WIN,0.9090909090909091
2024,13,DAL,NYG,-4.5,1,-1.4325827,-3.405874,0.32974033016987436,0.5325174492347939,-5.93258273601532,NYG,0.5325174492347939,0.0,LOSS,-1.0
2024,13,DEN,SF,-6.5,1,-0.3041507,-3.3924878,0.3068880689374975,0.5915440329184283,-6.804150700569153,SF,0.5915440329184283,0.0,LOSS,-1.0
2024,13,HOU,JAX,-3.5,0,2.0467987,-10.492502,0.4568521844343567,0.3020547487038385,-1.4532012939453125,HOU,0.4568521844343567,0.0,LOSS,-1.0
2024,13,IND,NE,-2.5,0,-3.495241,-3.4333951,0.3280716995471885,0.4722499972692803,-5.995240926742554,NE,0.4722499972692803,1.0,WIN,0.9090909090909091
2024,13,KC,LV,-13.5,1,6.907304,-5.785357,0.3123598198759037,0.7161092131779877,-6.592696189880371,LV,0.7161092131779877,1.0,WIN,0.9090909090909091
2024,13,LA,NO,-2.5,0,-0.90893954,2.9773242,0.39978055858295547,0.6580223463376049,-3.4089395403862,NO,0.6580223463376049,0.0,LOSS,-1.0
2024,13,MIA,MIN,3.5,0,-2.1388369,3.1306477,0.5404260221106097,0.4890106234248179,1.3611631393432617,MIA,0.5404260221106097,,PUSH,0.0
2024,13,NYJ,SEA,-1.0,1,2.8889706,-4.278096,0.55600110388974,0.4035398059731204,1.8889706134796143,NYJ,0.55600110388974,0.0,LOSS,-1.0
2024,13,TEN,WAS,6.0,0,-2.249574,1.4090886,0.6099803490661605,0.36634015318624036,3.7504260540008545,TEN,0.6099803490661605,0.0,LOSS,-1.0
2024,14,ARI,CHI,-3.0,1,2.229815,-1.1364832,0.4770955872654271,0.5552520071658187,-0.7701849937438965,CHI,0.5552520071658187,,PUSH,0.0
2024,14,ATL,MIN,6.0,0,4.8024898,5.557446,0.7865833932801377,0.48683346841854036,10.802489757537842,ATL,0.7865833932801377,0.0,LOSS,-1.0
2024,14,BUF,LA,-3.5,0,6.922726,0.45884448,0.6006149392020639,0.6158998403558403,3.4227261543273926,LA,0.6158998403558403,1.0,WIN,0.9090909090909091
2024,14,CAR,PHI,14.0,0,-2.2990873,7.082451,0.8047444728468534,0.30397350112059496,11.700912714004517,CAR,0.8047444728468534,1.0,WIN,0.9090909090909091
2024,14,CIN,DAL,-5.0,0,-3.7178526,-0.27157167,0.2596734604670346,0.6374829741052896,-8.717852592468262,DAL,0.6374829741052896,0.0,LOSS,-1.0
2024,14,CLE,PIT,6.0,0,-3.932509,5.500196,0.5612483708193979,0.4851310507186459,2.067491054534912,CLE,0.5612483708193979,0.0,LOSS,-1.0
2024,14,DET,GB,-3.0,1,6.1828895,0.30159467,0.593718440796916,0.5971360822375225,3.182889461517334,GB,0.5971360822375225,,PUSH,0.0
2024,14,JAX,SF,3.0,0,-1.1026049,4.9584317,0.5562489849089963,0.5580441599017795,1.897395133972168,SF,0.5580441599017795,1.0,WIN,0.9090909090909091
2024,14,KC,LAC,-5.0,1,4.193118,1.8825182,0.47600571979884737,0.6951276233402726,-0.8068819046020508,LAC,0.6951276233402726,1.0,WIN,0.9090909090909091
2024,14,LV,TB,7.0,0,-2.2000093,5.639029,0.6394663992236811,0.45957966298448316,4.799990653991699,LV,0.6394663992236811,0.0,LOSS,-1.0
2024,14,MIA,NYJ,-6.5,1,-2.1898074,4.0531516,0.26033378112279126,0.7813509442608653,-8.689807415008545,NYJ,0.7813509442608653,1.0,WIN,0.9090909090909091
2024,14,NO,NYG,-5.5,0,-0.36725894,-2.9184375,0.331484039614988,0.5762870854266298,-5.867258936166763,NYG,0.5762870854266298,1.0,WIN,0.9090909090909091
2024,14,SEA,TEN,3.0,0,-2.9523294,-4.9490805,0.501418547815939,0.27812323523991384,0.047670602798461914,SEA,0.501418547815939,1.0,WIN,0.9090909090909091
2024,15,ARI,NE,-6.0,1,-0.08238933,-1.8035973,0.3257573249468525,0.6226097574650516,-6.082389332354069,NE,0.6226097574650516,,PUSH,0.0
2024,15,ATL,CLE,-4.0,0,-0.7613784,-2.3059883,0.3616032569009554,0.5502579763275367,-4.7613784074783325,CLE,0.5502579763275367,,PUSH,0.0
2024,15,BAL,NYG,-16.0,0,3.7585583,-3.1466613,0.18485469418351558,0.8264418289683538,-12.24144172668457,NYG,0.8264418289683538,,PUSH,0.0
2024,15,BUF,DET,2.5,0,2.3782794,6.059053,0.641631400340976,0.6045194001528281,4.878279447555542,BUF,0.641631400340976,,PUSH,0.0
2024,15,CAR,DAL,-3.0,1,-3.556227,-2.24783,0.3133083280315265,0.5223693135487022,-6.556226968765259,DAL,0.5223693135487022,,PUSH,0.0
2024,15,CHI,MIN,6.5,0,-1.8346974,6.3270636,0.6357299035828562,0.4948540299480795,4.665302634239197,CHI,0.6357299035828562,,PUSH,0.0
2024,15,CIN,TEN,-5.0,0,-0.1876097,-2.1293352,0.3498652968858712,0.5846912421386973,-5.187609702348709,TEN,0.5846912421386973,,PUSH,0.0
2024,15,DEN,IND,-4.0,1,4.9843225,-1.8333836,0.5292610872690324,0.564156788666571,0.9843225479125977,IND,0.564156788666571,,PUSH,0.0
2024,15,GB,SEA,-2.5,0,6.8750176,-0.13071042,0.6276274993163287,0.5700909874798326,4.3750176429748535,GB,0.6276274993163287,,PUSH,0.0
2024,15,HOU,MIA,-2.5,1,2.5115569,0.166738,0.5003439016861081,0.5787674108448639,0.011556863784790039,MIA,0.5787674108448639,,PUSH,0.0
2024,15,JAX,NYJ,3.0,1,-0.72200096,-1.1650422,0.567420155907882,0.37827369112079107,2.2779990434646606,JAX,0.567420155907882,,PUSH,0.0
2024,15,KC,LV,-4.0,0,2.2629507,-3.3214898,0.4484731405262497,0.520180920701124,-1.7370493412017822,LV,0.520180920701124,,PUSH,0.0
2024,15,LA,LAC,3.0,0,-0.028536744,2.741865,0.5876113896955397,0.4923191190816536,2.97146325558424,LA,0.5876113896955397,,PUSH,0.0
2024,15,NO,WAS,7.5,1,-1.4919194,-0.16756447,0.6722697525638707,0.2850567697666463,6.0080806016922,NO,0.6722697525638707,,PUSH,0.0
2024,15,PHI,PIT,-5.5,1,5.191709,2.2765071,0.4908269904824151,0.7176374517922446,-0.308290958404541,PIT,0.7176374517922446,,PUSH,0.0
2024,15,SF,TB,-3.0,1,3.6879733,-1.8835759,0.5204621032016121,0.5331784352790716,0.6879732608795166,TB,0.5331784352790716,,PUSH,0.0
