season,week,team_a,team_b,spread_a,is_home_a,mu_a,mu_b,p_t_a,p_t_b,edge_a,pick,p_pick,covered,result,units
2025,1,ARI,NO,-6.0,0,-0.6069902,0.31451827,0.3072878517586505,0.684859726556087,-6.606990218162537,NO,0.684859726556087,0.0,LOSS,-1.0
2025,1,ATL,BAL,1.5,1,0.4304263,-0.6069902,0.558573965132985,0.43611449356369286,1.930426299571991,ATL,0.558573965132985,,PUSH,0.0
2025,1,BUF,MIN,1.5,1,0.31451827,-0.6409588,0.5550810949341878,0.4350939641840913,1.8145182728767395,BUF,0.5550810949341878,1.0,WIN,0.9090909090909091
2025,1,CAR,JAX,4.5,0,-0.54890156,0.31451827,0.6184679299488123,0.3747423723447941,3.9510984420776367,CAR,0.6184679299488123,0.0,LOSS,-1.0
2025,1,CHI,TB,1.5,1,0.54408735,-0.32333183,0.5619945307916674,0.4446531498887242,2.0440873503684998,CHI,0.5619945307916674,0.0,LOSS,-1.0
2025,1,CIN,CLE,-5.5,0,0.5273176,0.31451827,0.3522435530881195,0.6712337581209413,-4.972682416439056,CLE,0.6712337581209413,1.0,WIN,0.9090909090909091
2025,1,DAL,DEN,8.5,0,-0.54890156,0.53133625,0.7275893034338632,0.27196875887419,7.951098442077637,DAL,0.7275893034338632,1.0,WIN,0.9090909090909091
2025,1,DET,GB,1.5,0,-0.6409588,0.54408735,0.5261441079472454,0.47091286378962505,0.8590412139892578,DET,0.5261441079472454,0.0,LOSS,-1.0
2025,1,HOU,LA,3.5,0,-0.6069902,0.54408735,0.587372659552182,0.4107605080775088,2.8930097818374634,HOU,0.587372659552182,0.0,LOSS,-1.0
2025,1,IND,MIA,-1.5,1,0.58577925,-0.32333183,0.4721793029088928,0.5357874248141612,-0.9142207503318787,MIA,0.5357874248141612,0.0,LOSS,-1.0
2025,1,KC,LAC,-3.0,0,-0.6069902,0.54408735,0.39156880691829155,0.6065881098769429,-3.6069902181625366,LAC,0.6065881098769429,1.0,WIN,0.9090909090909091
2025,1,LV,NE,2.5,0,0.7707294,0.4304263,0.5985502358809804,0.43723912273534415,3.270729422569275,LV,0.5985502358809804,1.0,WIN,0.9090909090909091
2025,1,NYG,WAS,6.0,0,0.5273176,0.54408735,0.6905819374191253,0.3386882468711956,6.527317583560944,NYG,0.6905819374191253,0.0,LOSS,-1.0
2025,1,NYJ,PIT,3.0,1,0.4304263,-0.2312745,0.6032515089912651,0.40261358554517424,3.430426299571991,NYJ,0.6032515089912651,1.0,WIN,0.9090909090909091
2025,1,PHI,TEN,-8.5,1,0.31451827,0.5273176,0.2665443982134061,0.7539646181521228,-8.18548172712326,TEN,0.7539646181521228,1.0,WIN,0.9090909090909091
2025,1,SEA,SF,2.5,1,0.6472446,0.7707294,0.5949047614233041,0.44749068845512824,3.1472445726394653,SEA,0.5949047614233041,0.0,LOSS,-1.0
2025,2,ARI,CAR,-7.0,1,3.5260358,-5.6644025,0.3954694603814508,0.5406047779469805,-3.473964214324951,CAR,0.5406047779469805,1.0,WIN,0.9090909090909091
2025,2,ATL,CIN,3.5,0,-5.717606,4.236578,0.432792885200909,0.5224214779320997,-2.2176060676574707,CIN,0.5224214779320997,1.0,WIN,0.9090909090909091
2025,2,BAL,CLE,-12.5,1,0.9329603,-4.3549857,0.1898236576920752,0.7324475190266972,-11.567039728164673,CLE,0.7324475190266972,0.0,LOSS,-1.0
2025,2,BUF,NYJ,-6.0,0,-1.4823395,-1.9227027,0.2843398407355344,0.6221285703774697,-7.48233950138092,NYJ,0.6221285703774697,0.0,LOSS,-1.0
2025,2,CHI,DET,6.0,0,-2.8582153,-4.3515005,0.5947433756491609,0.21563445029000206,3.14178466796875,CHI,0.5947433756491609,0.0,LOSS,-1.0
2025,2,DAL,NYG,-4.5,1,-3.5293698,-5.1356983,0.2704442734807244,0.48064660027155537,-8.029369831085205,NYG,0.48064660027155537,1.0,WIN,0.9090909090909091
2025,2,DEN,IND,-2.5,0,2.749214,3.6419435,0.5075897684582955,0.6801849576273915,0.24921393394470215,IND,0.6801849576273915,1.0,WIN,0.9090909090909091
2025,2,GB,JAX,-3.5,1,4.61493,1.3431795,0.5339145529597653,0.6440893739857338,1.1149301528930664,JAX,0.6440893739857338,0.0,LOSS,-1.0
2025,2,HOU,TB,-2.5,1,-3.6969311,0.70344007,0.31832223479799837,0.5965648275255445,-6.1969311237335205,TB,0.5965648275255445,1.0,WIN,0.9090909090909091
2025,2,KC,PHI,1.5,1,1.2301939,0.20369934,0.5825311553517468,0.4605858121695318,2.730193853378296,KC,0.5825311553517468,0.0,LOSS,-1.0
2025,2,LA,TEN,-5.5,0,3.1455283,-3.277273,0.42868989123290724,0.567360772030445,-2.3544716835021973,TEN,0.567360772030445,0.0,LOSS,-1.0
2025,2,LAC,LV,-3.5,0,-2.000081,-1.246901,0.3374596945966134,0.5682718734818726,-5.5000810623168945,LV,0.5682718734818726,0.0,LOSS,-1.0
2025,2,MIA,NE,-1.5,1,-3.6969311,-1.3316865,0.34592744352056726,0.5051261343369617,-5.1969311237335205,NE,0.5051261343369617,1.0,WIN,0.9090909090909091
2025,2,MIN,SEA,-3.5,1,5.2823772,-5.080505,0.5541117295881091,0.45198414289379585,1.7823772430419922,MIN,0.5541117295881091,0.0,LOSS,-1.0
2025,2,NO,SF,3.0,1,-3.324908,1.4012004,0.4901054152577915,0.4514311959316588,-0.3249080181121826,NO,0.4901054152577915,0.0,LOSS,-1.0
2025,2,PIT,WAS,-3.5,1,3.7895763,3.0517454,0.5088188035768052,0.6912357783198824,0.28957629203796387,WAS,0.6912357783198824,,PUSH,0.0
2025,3,ARI,JAX,1.5,0,3.8890924,1.7516278,0.6594497436893986,0.507663273072066,5.389092445373535,ARI,0.6594497436893986,1.0,WIN,0.9090909090909091
2025,3,ATL,CAR,-5.5,0,-2.399982,-2.2286367,0.2736988775251791,0.5985689250637369,-7.89998197555542,CAR,0.5985689250637369,1.0,WIN,0.9090909090909091
