season,week,team,actual_spread,queried_spread,p_cover
2024,1,CAR,3.5,-5.5,0.5031881332397461
2024,1,CAR,3.5,-5.0,0.5031881332397461
2024,1,CAR,3.5,-4.5,0.5031881332397461
2024,1,CAR,3.5,-4.0,0.5031881332397461
2024,1,CAR,3.5,-3.5,0.5031881332397461
2024,1,CAR,3.5,-3.0,0.5031881332397461
2024,1,CAR,3.5,-2.5,0.5063825845718384
2024,1,CAR,3.5,-2.0,0.5063825845718384
2024,1,CAR,3.5,-1.5,0.5063825845718384
2024,1,CAR,3.5,-1.0,0.5063825845718384
2024,1,CAR,3.5,-0.5,0.5063825845718384
2024,1,CAR,3.5,0.0,0.5063825845718384
2024,1,CAR,3.5,0.5,0.5063825845718384
2024,1,CAR,3.5,1.0,0.5271735787391663
2024,1,CAR,3.5,1.5,0.5271735787391663
2024,1,CAR,3.5,2.0,0.5271735787391663
2024,1,CAR,3.5,2.5,0.5271735787391663
2024,1,CAR,3.5,3.0,0.5271735787391663
2024,1,CAR,3.5,3.5,0.5271735787391663
2024,1,CAR,3.5,4.0,0.5271735787391663
2024,1,CAR,3.5,4.5,0.5271735787391663
2024,1,CAR,3.5,5.0,0.5271735787391663
2024,1,CAR,3.5,5.5,0.5271735787391663
2024,1,CAR,3.5,6.0,0.5271735787391663
2024,1,CAR,3.5,6.5,0.5271735787391663
2024,1,CAR,3.5,7.0,0.5271735787391663
2024,1,CAR,3.5,7.5,0.5271735787391663
2024,1,CAR,3.5,8.0,0.5271735787391663
2024,1,CAR,3.5,8.5,0.5271735787391663
2024,1,CAR,3.5,9.0,0.5271735787391663
2024,1,CAR,3.5,9.5,0.5271735787391663
2024,1,CAR,3.5,10.0,0.5271735787391663
2024,1,CAR,3.5,10.5,0.5271735787391663
2024,1,CAR,3.5,11.0,0.5271735787391663
2024,1,CAR,3.5,11.5,0.5310789346694946
2024,1,CAR,3.5,12.0,0.5310789346694946
2024,1,CAR,3.5,12.5,0.5310789346694946
2024,1,CAR,3.5,13.0,0.5310789346694946
2024,1,CAR,3.5,13.5,0.5310789346694946
2024,1,CAR,3.5,14.0,0.5310789346694946
2024,1,CHI,-4.0,-14.0,0.46127066016197205
2024,1,CHI,-4.0,-13.5,0.46127066016197205
2024,1,CHI,-4.0,-13.0,0.46127066016197205
2024,1,CHI,-4.0,-12.5,0.46127066016197205
2024,1,CHI,-4.0,-12.0,0.46127066016197205
2024,1,CHI,-4.0,-11.5,0.46127066016197205
2024,1,CHI,-4.0,-11.0,0.46127066016197205
2024,1,CHI,-4.0,-10.5,0.45033660531044006
2024,1,CHI,-4.0,-10.0,0.45033660531044006
2024,1,CHI,-4.0,-9.5,0.45033660531044006
2024,1,CHI,-4.0,-9.0,0.45033660531044006
2024,1,CHI,-4.0,-8.5,0.45033660531044006
2024,1,CHI,-4.0,-8.0,0.45033660531044006
2024,1,CHI,-4.0,-7.5,0.45033660531044006
2024,1,CHI,-4.0,-7.0,0.45033660531044006
2024,1,CHI,-4.0,-6.5,0.4427678883075714
2024,1,CHI,-4.0,-6.0,0.4427678883075714
2024,1,CHI,-4.0,-5.5,0.4427678883075714
2024,1,CHI,-4.0,-5.0,0.4427678883075714
2024,1,CHI,-4.0,-4.5,0.4427678883075714
2024,1,CHI,-4.0,-4.0,0.4427678883075714
2024,1,CHI,-4.0,-3.5,0.4427678883075714
2024,1,CHI,-4.0,-3.0,0.4427678883075714
2024,1,CHI,-4.0,-2.5,0.4459230303764343
2024,1,CHI,-4.0,-2.0,0.4459230303764343
2024,1,CHI,-4.0,-1.5,0.4459230303764343
2024,1,CHI,-4.0,-1.0,0.4459230303764343
2024,1,CHI,-4.0,-0.5,0.4459230303764343
2024,1,CHI,-4.0,0.0,0.4459230303764343
2024,1,CHI,-4.0,0.5,0.4459230303764343
2024,1,CHI,-4.0,1.0,0.46657806634902954
2024,1,CHI,-4.0,1.5,0.46657806634902954
2024,1,CHI,-4.0,2.0,0.46657806634902954
2024,1,CHI,-4.0,2.5,0.46657806634902954
2024,1,CHI,-4.0,3.0,0.46657806634902954
2024,1,CHI,-4.0,3.5,0.46657806634902954
2024,1,CHI,-4.0,4.0,0.46657806634902954
2024,1,CHI,-4.0,4.5,0.46657806634902954
2024,1,CHI,-4.0,5.0,0.46657806634902954
2024,1,CHI,-4.0,5.5,0.46657806634902954
2024,1,CHI,-4.0,6.0,0.46657806634902954
2024,1,CHI,-4.0,6.5,0.46657806634902954
2024,1,CHI,-4.0,7.0,0.46657806634902954
2024,1,CHI,-4.0,7.5,0.46657806634902954
2024,1,CHI,-4.0,8.0,0.46657806634902954
2024,1,CHI,-4.0,8.5,0.46657806634902954
2024,1,CHI,-4.0,9.0,0.46657806634902954
2024,1,CHI,-4.0,9.5,0.46657806634902954
2024,1,CHI,-4.0,10.0,0.46657806634902954
2024,1,CHI,-4.0,10.5,0.46657806634902954
2024,1,CHI,-4.0,11.0,0.46657806634902954
2024,1,CHI,-4.0,11.5,0.4704812467098236
2024,1,CHI,-4.0,12.0,0.4704812467098236
2024,1,CHI,-4.0,12.5,0.4704812467098236
2024,1,CHI,-4.0,13.0,0.4704812467098236
2024,1,CHI,-4.0,13.5,0.4704812467098236
2024,1,CHI,-4.0,14.0,0.4704812467098236
2024,1,CIN,-8.0,-14.0,0.47089529037475586
2024,1,CIN,-8.0,-13.5,0.47089529037475586
2024,1,CIN,-8.0,-13.0,0.47089529037475586
2024,1,CIN,-8.0,-12.5,0.47089529037475586
2024,1,CIN,-8.0,-12.0,0.47089529037475586
2024,1,CIN,-8.0,-11.5,0.47089529037475586
2024,1,CIN,-8.0,-11.0,0.47089529037475586
2024,1,CIN,-8.0,-10.5,0.4688498079776764
2024,1,CIN,-8.0,-10.0,0.4688498079776764
2024,1,CIN,-8.0,-9.5,0.4688498079776764
2024,1,CIN,-8.0,-9.0,0.4688498079776764
2024,1,CIN,-8.0,-8.5,0.4688498079776764
2024,1,CIN,-8.0,-8.0,0.4688498079776764
2024,1,CIN,-8.0,-7.5,0.4688498079776764
2024,1,CIN,-8.0,-7.0,0.4688498079776764
2024,1,CIN,-8.0,-6.5,0.4612310230731964
2024,1,CIN,-8.0,-6.0,0.4612310230731964
2024,1,CIN,-8.0,-5.5,0.4612310230731964
2024,1,CIN,-8.0,-5.0,0.4612310230731964
2024,1,CIN,-8.0,-4.5,0.4612310230731964
2024,1,CIN,-8.0,-4.0,0.4612310230731964
2024,1,CIN,-8.0,-3.5,0.4612310230731964
2024,1,CIN,-8.0,-3.0,0.4612310230731964
2024,1,CIN,-8.0,-2.5,0.46440809965133667
2024,1,CIN,-8.0,-2.0,0.46440809965133667
2024,1,CIN,-8.0,-1.5,0.46440809965133667
2024,1,CIN,-8.0,-1.0,0.46440809965133667
2024,1,CIN,-8.0,-0.5,0.46440809965133667
2024,1,CIN,-8.0,0.0,0.46440809965133667
2024,1,CIN,-8.0,0.5,0.46440809965133667
2024,1,CIN,-8.0,1.0,0.4851696193218231
2024,1,CIN,-8.0,1.5,0.4851696193218231
2024,1,CIN,-8.0,2.0,0.4851696193218231
2024,1,CIN,-8.0,2.5,0.4851696193218231
2024,1,CIN,-8.0,3.0,0.4851696193218231
2024,1,CIN,-8.0,3.5,0.4851696193218231
2024,1,CIN,-8.0,4.0,0.4851696193218231
2024,1,CIN,-8.0,4.5,0.4851696193218231
2024,1,CIN,-8.0,5.0,0.4851696193218231
2024,1,CIN,-8.0,5.5,0.4851696193218231
2024,1,CIN,-8.0,6.0,0.4851696193218231
2024,1,CIN,-8.0,6.5,0.4851696193218231
2024,1,CIN,-8.0,7.0,0.4851696193218231
2024,1,CIN,-8.0,7.5,0.4851696193218231
2024,1,CIN,-8.0,8.0,0.4851696193218231
2024,1,CIN,-8.0,8.5,0.4851696193218231
2024,1,CIN,-8.0,9.0,0.4851696193218231
2024,1,CIN,-8.0,9.5,0.4851696193218231
2024,1,CIN,-8.0,10.0,0.4851696193218231
2024,1,CIN,-8.0,10.5,0.4851696193218231
2024,1,CIN,-8.0,11.0,0.4851696193218231
2024,1,CIN,-8.0,11.5,0.48908570408821106
2024,1,CIN,-8.0,12.0,0.48908570408821106
2024,1,CIN,-8.0,12.5,0.48908570408821106
2024,1,CIN,-8.0,13.0,0.48908570408821106
2024,1,CIN,-8.0,13.5,0.48908570408821106
2024,1,CIN,-8.0,14.0,0.48908570408821106
2024,1,CLE,-2.5,-14.0,0.4543572962284088
2024,1,CLE,-2.5,-13.5,0.4543572962284088
2024,1,CLE,-2.5,-13.0,0.4543572962284088
2024,1,CLE,-2.5,-12.5,0.4543572962284088
2024,1,CLE,-2.5,-12.0,0.4543572962284088
2024,1,CLE,-2.5,-11.5,0.4543572962284088
2024,1,CLE,-2.5,-11.0,0.4543572962284088
2024,1,CLE,-2.5,-10.5,0.4523222744464874
2024,1,CLE,-2.5,-10.0,0.4523222744464874
2024,1,CLE,-2.5,-9.5,0.4523222744464874
2024,1,CLE,-2.5,-9.0,0.4523222744464874
2024,1,CLE,-2.5,-8.5,0.4523222744464874
2024,1,CLE,-2.5,-8.0,0.4523222744464874
2024,1,CLE,-2.5,-7.5,0.4523222744464874
2024,1,CLE,-2.5,-7.0,0.4523222744464874
2024,1,CLE,-2.5,-6.5,0.4447471797466278
2024,1,CLE,-2.5,-6.0,0.4447471797466278
2024,1,CLE,-2.5,-5.5,0.4447471797466278
2024,1,CLE,-2.5,-5.0,0.4447471797466278
2024,1,CLE,-2.5,-4.5,0.4447471797466278
2024,1,CLE,-2.5,-4.0,0.4447471797466278
2024,1,CLE,-2.5,-3.5,0.4447471797466278
2024,1,CLE,-2.5,-3.0,0.4447471797466278
2024,1,CLE,-2.5,-2.5,0.4479050636291504
2024,1,CLE,-2.5,-2.0,0.4479050636291504
2024,1,CLE,-2.5,-1.5,0.4479050636291504
2024,1,CLE,-2.5,-1.0,0.4479050636291504
2024,1,CLE,-2.5,-0.5,0.4479050636291504
2024,1,CLE,-2.5,0.0,0.4479050636291504
2024,1,CLE,-2.5,0.5,0.4479050636291504
2024,1,CLE,-2.5,1.0,0.46857428550720215
2024,1,CLE,-2.5,1.5,0.46857428550720215
2024,1,CLE,-2.5,2.0,0.46857428550720215
2024,1,CLE,-2.5,2.5,0.46857428550720215
2024,1,CLE,-2.5,3.0,0.46857428550720215
2024,1,CLE,-2.5,3.5,0.46857428550720215
2024,1,CLE,-2.5,4.0,0.46857428550720215
2024,1,CLE,-2.5,4.5,0.46857428550720215
2024,1,CLE,-2.5,5.0,0.46857428550720215
2024,1,CLE,-2.5,5.5,0.46857428550720215
2024,1,CLE,-2.5,6.0,0.46857428550720215
2024,1,CLE,-2.5,6.5,0.46857428550720215
2024,1,CLE,-2.5,7.0,0.46857428550720215
2024,1,CLE,-2.5,7.5,0.46857428550720215
2024,1,CLE,-2.5,8.0,0.46293872594833374
2024,1,CLE,-2.5,8.5,0.46293872594833374
2024,1,CLE,-2.5,9.0,0.46293872594833374
2024,1,CLE,-2.5,9.5,0.46293872594833374
2024,1,CLE,-2.5,10.0,0.46293872594833374
2024,1,CLE,-2.5,10.5,0.46293872594833374
2024,1,CLE,-2.5,11.0,0.46293872594833374
2024,1,CLE,-2.5,11.5,0.4668380916118622
2024,1,CLE,-2.5,12.0,0.4668380916118622
2024,1,CLE,-2.5,12.5,0.4668380916118622
2024,1,CLE,-2.5,13.0,0.4668380916118622
2024,1,CLE,-2.5,13.5,0.4668380916118622
2024,1,CLE,-2.5,14.0,0.4668380916118622
2024,1,DAL,2.5,-14.0,0.5374438762664795
2024,1,DAL,2.5,-13.5,0.5374438762664795
2024,1,DAL,2.5,-13.0,0.5374438762664795
2024,1,DAL,2.5,-12.5,0.5374438762664795
2024,1,DAL,2.5,-12.0,0.5374438762664795
2024,1,DAL,2.5,-11.5,0.5374438762664795
2024,1,DAL,2.5,-11.0,0.5374438762664795
2024,1,DAL,2.5,-10.5,0.5378293395042419
2024,1,DAL,2.5,-10.0,0.5378293395042419
2024,1,DAL,2.5,-9.5,0.5378293395042419
2024,1,DAL,2.5,-9.0,0.5378293395042419
2024,1,DAL,2.5,-8.5,0.5378293395042419
2024,1,DAL,2.5,-8.0,0.5378293395042419
2024,1,DAL,2.5,-7.5,0.5378293395042419
2024,1,DAL,2.5,-7.0,0.5378293395042419
2024,1,DAL,2.5,-6.5,0.5302086472511292
2024,1,DAL,2.5,-6.0,0.5302086472511292
2024,1,DAL,2.5,-5.5,0.5302086472511292
2024,1,DAL,2.5,-5.0,0.5302086472511292
2024,1,DAL,2.5,-4.5,0.5302086472511292
2024,1,DAL,2.5,-4.0,0.5302086472511292
2024,1,DAL,2.5,-3.5,0.5302086472511292
2024,1,DAL,2.5,-3.0,0.5302086472511292
2024,1,DAL,2.5,-2.5,0.533390462398529
2024,1,DAL,2.5,-2.0,0.533390462398529
2024,1,DAL,2.5,-1.5,0.533390462398529
2024,1,DAL,2.5,-1.0,0.533390462398529
2024,1,DAL,2.5,-0.5,0.533390462398529
2024,1,DAL,2.5,0.0,0.533390462398529
2024,1,DAL,2.5,0.5,0.533390462398529
2024,1,DAL,2.5,1.0,0.5540456771850586
2024,1,DAL,2.5,1.5,0.5540456771850586
2024,1,DAL,2.5,2.0,0.5540456771850586
2024,1,DAL,2.5,2.5,0.5540456771850586
2024,1,DAL,2.5,3.0,0.5540456771850586
2024,1,DAL,2.5,3.5,0.5540456771850586
2024,1,DAL,2.5,4.0,0.5540456771850586
2024,1,DAL,2.5,4.5,0.5540456771850586
2024,1,DAL,2.5,5.0,0.5540456771850586
2024,1,DAL,2.5,5.5,0.5540456771850586
2024,1,DAL,2.5,6.0,0.5540456771850586
2024,1,DAL,2.5,6.5,0.5540456771850586
2024,1,DAL,2.5,7.0,0.5540456771850586
2024,1,DAL,2.5,7.5,0.5540456771850586
2024,1,DAL,2.5,8.0,0.5540456771850586
2024,1,DAL,2.5,8.5,0.5540456771850586
2024,1,DAL,2.5,9.0,0.5540456771850586
2024,1,DAL,2.5,9.5,0.5540456771850586
2024,1,DAL,2.5,10.0,0.5540456771850586
2024,1,DAL,2.5,10.5,0.5540456771850586
2024,1,DAL,2.5,11.0,0.5540456771850586
2024,1,DAL,2.5,11.5,0.557915210723877
2024,1,DAL,2.5,12.0,0.557915210723877
2024,1,DAL,2.5,12.5,0.557915210723877
2024,1,DAL,2.5,13.0,0.557915210723877
2024,1,DAL,2.5,13.5,0.557915210723877
2024,1,DAL,2.5,14.0,0.557915210723877
2024,1,DEN,6.5,-14.0,0.5477468967437744
2024,1,DEN,6.5,-13.5,0.5477468967437744
2024,1,DEN,6.5,-13.0,0.5477468967437744
2024,1,DEN,6.5,-12.5,0.5477468967437744
