season,week,cum_bets,cum_units
2024,1,16,1.1818181818181817
2024,2,30,-3.2727272727272725
2024,3,43,-6.727272727272727
2024,4,57,-7.363636363636362
2024,5,71,-7.999999999999997
2024,6,81,-6.545454545454543
2024,7,96,-4.363636363636361
2024,8,111,-2.181818181818178
2024,9,124,-1.818181818181814
2024,10,138,-4.363636363636359
2024,11,150,-1.0909090909090857
2024,12,163,-2.6363636363636305
2024,13,177,0.5454545454545512
2024,14,190,-0.9999999999999939
2024,15,202,-12.999999999999993
